Name,Country,Genre,Status
Blackhole,"Korea, South",Speed/Power Metal,Active
Blackholicus,United States,Heavy Metal,Split-up
Blackholocaust,Italy,Black Metal,Active
Blackhoney,Hungary,Stoner Metal/Rock,Active
Blackhorned,Denmark,Black/Thrash Metal,Active
Blackhorned Saga,Poland,Death/Black Metal,Active
BlackHorns,United States,Raw Black Metal,Active
Blackhour,Pakistan,Heavy Metal,Active
Blackid Nocta,United States,Black Metal,Unknown
Blackjack Blades,United States,Stoner Metal,Active
Blackkout,United States,Progressive Power/Thrash Metal,Split-up
Blacklace,United States,Heavy Metal,Active
Blacklace,Greece,Heavy Metal,Split-up
Blackland,Germany,Progressive Metal,Active
Blacklayer,Brazil,Thrash Metal,Active
Blackleaf Gardens,New Zealand,Experimental/Progressive Metal,Active
Blacklight,Sweden,Death Metal,Split-up
Blackline,Australia,Black Metal/Noise,Active
Blacklist,United States,Thrash/Power Metal,Split-up
Blacklist,Netherlands,Death/Thrash Metal,Split-up
Blacklist,Ireland,Heavy Metal/Hard Rock,Active
Blacklist,Spain,Thrash Metal,Unknown
Blacklist,Australia,Death Metal,Split-up
Blacklist,Chile,Melodic Death Metal,Split-up
Blacklist,United States,Heavy Metal,Split-up
Blacklist,United States,Power Metal,Split-up
Blacklist Ltd.,Germany,Metalcore/Thrash Metal,Active
Blacklisted,United Kingdom,Death/Thrash Metal,Split-up
Blacklisted,Italy,Speed/Thrash Metal/Crossover,Active
Blacklodge,France,Industrial Black Metal,Active
Bläcklord,United States,Black Metal,Split-up
Blacklung,United States,Death/Groove Metal,On hold
Blacklyst,United States,Heavy Metal,Split-up
Blackmage,Canada,Black/Death Metal,Active
BlackMail,Poland,Heavy/Thrash Metal,Split-up
Blackmail,Sweden,Progressive Heavy Metal/Hard Rock,Split-up
Blackmail,France,Heavy Metal,Changed name
Blackmail,France,Heavy Metal,Split-up
Blackmail,Ukraine,"Thrash Metal (early), Progressive Thrash Metal (later)",Active
Blackmail,United States,Melodic Heavy Metal,Split-up
Blackmarket Bodyparts,United States,Death/Thrash Metal,Active
Blackmass,Brazil,Black Metal,Active
Blackmass,Portugal,Melodic Black Metal,Split-up
Blackmayne,United Kingdom,NWOBHM,Active
Blackmold,United States,Black Metal/Crust,Active
Blackmoon,Poland,Black Metal,Active
Blackmoon,Sweden,Black Metal,Split-up
Blackmoon,Sweden,Black/Thrash Metal,On hold
Blackmoon,Colombia,Black Metal,Active
Blackmoon Eclipse,Brazil,Black Metal,Active
Blackmoon Spells,United States,Atmospheric Black Metal,Active
Blackmoon Warrior 88,Belarus,Black Metal,Active
Blackmysk,Germany,Black Metal,Changed name
Blacknack,Russia,Brutal/Technical Death Metal,Active
Blackness,France,Thrash Metal,Split-up
Blackness,Peru,Black Metal,Active
Blackness,Portugal,Thrash/Death Metal,Split-up
Blackness,Germany,Thrash Metal,Split-up
Blackness,Russia,Melodic Death/Black Metal,Active
Blackness,Mexico,Heavy Metal,Active
Blackness,Belarus,Ambient/Black Metal,Active
Blackness,Brazil,Black/Death Metal,Split-up
Blackness,United States,Thrash Metal,Split-up
Blackness Forever,Belgium,Black Metal,Split-up
Blacknetic,Germany,Heavy/Thrash Metal,Active
Blackning,Brazil,Thrash Metal,Active
Blackopathy,Slovakia,Pagan Black Metal,Changed name
Blackordéon,France,Black Metal,Split-up
Blackosh,Czech Republic,Black Metal,Active
Blackosphere,Italy,Gothic/Melodic Black Metal,Active
Blackout,Costa Rica,Thrash Metal,Active
Blackout,United States,Stoner/Doom Metal,Active
Blackout,France,Heavy/Thrash Metal,Split-up
Blackout,United Kingdom,Thrash/Death Metal,Split-up
Blackout,Netherlands,Heavy/Speed Metal,Active
Blackout,Spain,Hard Rock/Heavy Metal,Active
Blackout,United Kingdom,Heavy/Thrash Metal,Split-up
Blackout,France,Heavy/Thrash Metal,Active
Blackout,Germany,Thrash Metal,Changed name
Bläckout,Germany,Melodic Thrash Metal,Active
BlackOut Corporation,Finland,Southern/Groove Metal,Active
Blackout Frenzy,United States,Thrash/Groove Metal/Metalcore,Unknown
Blackoutt X,Brazil,Heavy/Power Metal,Active
Blackowl,France,Black/Thrash Metal,Active
BlackPaul,Estonia,Heavy Metal,Active
Blackpest,Brazil,Black Metal,Split-up
Blackphlegm,Poland,Raw Black Metal,Active
Blackpuzzle,Germany,Power/Thrash Metal,Active
Blackrat,Canada,Crust/Black/Thrash Metal,Active
BlackRider,Mexico,Thrash Metal,Active
Blackrise,Denmark,Black Metal,Split-up
Blackroses,Austria,Heavy Metal,Active
Blackrout,Germany,Thrash/Groove Metal,Active
BlackScorn,Canada,Black Metal,Active
Blackseason,Canada,Depressive/Post-Black Metal,Active
BlackSeed,Malaysia,Thrash Metal,Active
Blackshard,Czech Republic,Thrash Metal,Active
Blacksheep,Romania,Death 'n' Roll,Active
Blackshift,Sweden,Thrash Metal,Split-up
Blackshine,Sweden,Thrash Metal/Death 'n' Roll,Active
BlackShore,Germany,Black Metal,Active
Blackskull,Reunion,Gothic Metal/Hard Rock,Active
BlackSkull,Brazil,Speed/Heavy Metal,Active
Blacksky,Canada,Progressive Metal,Split-up
Blackslash,Germany,Heavy Metal,Active
Blacksmith,Australia,Heavy/Doom/Stoner Metal,Active
Blacksmith,United States,Heavy Metal,Split-up
Blacksmith,United States,Power Metal,Active
Blacksmith,Mexico,Heavy/Power Metal,Active
Blacksmith,France,Heavy Metal/Hard Rock,Split-up
Blacksmith,Finland,Melodic Death/Black Metal,Changed name
Blacksmith,Sweden,Melodic Heavy Metal/Hard Rock,Active
Blacksmith,United States,Melodic Black Metal with Power Metal influences,Split-up
Blacksmith Legacy,Sweden,Heavy Metal,Active
Blacksmoker,Germany,Stoner Metal,Active
BlackSnake,Poland,Stoner/Doom/Thrash Metal,Active
Blacksnow,Sweden,Black Metal,Unknown
Blacksoul Seraphim,United States,Doom/Gothic Metal,Active
Blackspell,Syria,Black Metal,Split-up
BlackSStorm,France,Black Metal,On hold
Blackstar,United Kingdom,Heavy Metal/Hard Rock,Split-up
Blacksteel,Mexico,Thrash Metal,Active
Blackston Gang,Canada,Power/Groove Metal,Split-up
Blackstone,United States,Heavy Metal,Split-up
Blackstone,Venezuela,Death/Black Metal,Active
Blackstorm,United States,Melodic Black Metal,Split-up
Blackstorm,United States,Power/Speed Metal,Split-up
Blackstorm,United Kingdom,Sludge/Stoner Metal,Active
BlackStream,Italy,"Black Metal (early), Black Noise/Industrial (later)",On hold
Blacksunrise,Portugal,"Death Metal/Metalcore (early), Melodic Death Metal (later)",Split-up
BlackSwan,Portugal,Melodic Death/Groove Metal,Split-up
Blacksword,Russia,Power Metal,Active
Blacktank,Germany,Melodic Death/Gothic Metal,Active
Blackthorn,Italy,Thrash Metal,Split-up
Blackthorn,Russia,Symphonic Gothic/Extreme Metal,Active
Blackthorn,Germany,Black Metal,Active
Blackthorn,United States,Black Metal,Split-up
Blackthorn,Poland,Black Metal,Split-up
Blackthorn,Mexico,Death Metal,Active
Blackthorn,Croatia,Progressive Metal,Split-up
Blackthorn Suffering,Russia,Depressive Black Metal,Active
Blackthorne,United States,Symphonic/Power Metal,Active
Blackthorne,United States,Heavy Metal/Hard Rock,Split-up
Blackthorns,Belgium,Black Metal,Unknown
Blackthorny,Brazil,Black Metal,Active
BlackThroat,United States,Stoner Metal,Changed name
Blackthrone,United States,Black Metal,Changed name
Blackthrone,Finland,Punk/Thrash/Black Metal,Unknown
Blackthru,Lithuania,Black Metal,Changed name
Blacktomb,Chile,Black Metal,Changed name
The Blacktones,Italy,Sludge Metal,Active
Blacktooth,New Zealand,Thrash/Death Metal/Metalcore,Active
Blacktööth,Norway,Black Metal,Unknown
Blacktooth Caravan,Italy,Southern/Stoner Metal,Active
Blacktyde,France,Black Metal,Active
Blackulla,Israel,Black Metal,Active
Blackvoid,Chile,Depressive Black Metal,Active
Blackwatch,United States,Folk/Power Metal,Split-up
Blackwater,United States,Doom Metal/Hard Rock,Active
BlackWater,United States,Doom Metal/Hard Rock,Active
Blackwater,Germany,Brutal Death/Black Metal,Active
Blackwater Drowning,United States,Melodic Death Metal/Metalcore,Active
Blackwater Reserve,United States,Heavy Metal,Active
Blackwelder,International,Power Metal,Active
Blackwhole,Germany,Death/Doom/Black Metal,On hold
Blackwind,Canada,Black Metal,Active
Blackwinds,Sweden,Black Metal,Unknown
BlackWine,China,Progressive Metal,Active
Blackwing,United States,Black Metal,Active
Blackwinged,Russia,Black Metal,Active
Blackwingedsheep,Italy,Experimental Black Metal,Active
Blackwitch,United States,Heavy Metal,Unknown
Blackwitch,Austria,Black/Thrash Metal,Split-up
Blackwitch,Germany,Death/Thrash Metal,Split-up
Blackwitch,Sweden,Black Metal,On hold
BlackWitch Messiah,United States,Death Metal,Split-up
Blackwitch Pudding,United States,Doom/Stoner Metal,Active
Blackwood,United States,Heavy Metal,Active
Blackwood,Italy,Drone/Doom Metal,Active
Blackwood,Canada,Progressive Metal,Active
Blackworld,Sweden,Doom/Groove Metal,Active
Blackwraith,Sweden,Black Metal,Active
Blackwülf,United States,Stoner/Doom/Heavy Metal,Active
Blackwych,Ireland,Heavy Metal,Split-up
Blade,International,Thrash/Speed Metal,Active
Blade,Greece,Heavy Metal,Split-up
Blade Killer,United States,Heavy Metal,Active
Blade of Death,Russia,"Black Metal, Ambient",Active
Blade of Horus,Australia,Brutal/Technical Death Metal,Active
Blade of Spirit,Greece,Power/Doom Metal with Progressive Elements,Active
Blade of Terror,Poland,Death/Thrash Metal,Split-up
Blade of the Ripper,United States,Thrash Metal,Split-up
Blade of the Sword,Poland,Black Metal,Split-up
Blade Runner,United Kingdom,NWOBHM,Split-up
Blade Storm,Japan,Heavy Metal,Active
Bladecatcher,United States,Death Metal,Active
Bladefire,Germany,Melodic Death Metal,Active
Bladen,United Kingdom,Thrash/Groove Metal,Split-up
Bladerazor,Poland,Doom/Thrash Metal,Split-up
Blades of Malice,United States,Thrash/Death/Groove Metal,Active
Bladesmith,Finland,Black Metal,Split-up
Bladesong,United States,Symphonic Power Metal,Active
Bladestorm,United Kingdom,Metalcore,Active
Bladhe,Italy,Symphonic Death Metal,Unknown
Bladzam,Mexico,Heavy Metal,On hold
Blåhø,Norway,Melodic Black Metal,Active
Blain Subject,France,Metalcore/Deathcore,Split-up
Blaine Rohmer,Belarus,Atmospheric Black Metal,Active
Blair,Brazil,Heavy Metal,Active
Blair Witch,Taiwan,Melodic Black Metal,On hold
Bläk Blüd,United States,Black Metal,Active
Blåk Monastery,Croatia,Heavy/Doom/Stoner Metal,Changed name
Blakagir,Poland,"Pagan Black Metal, Ambient",Active
Blakareikiz,United Kingdom,Black Metal,Active
Blake,Finland,Stoner Metal,Active
Blake's Vengeance,Italy,Technical Thrash/Heavy Metal,Active
Blakharaz,Germany,Black Metal,Split-up
Blakk Daze,United States,Groove Metal,Split-up
Blakk Mantra,United States,Stoner/Thrash/Groove Metal,Active
Blakk Market,Brazil,Melodic Death Metal,Active
Blakk Old Blood,Switzerland,Black Metal,Active
Blakk Totem,Sweden,Heavy Metal,Split-up
Blakknis,United States,Thrash/Death Metal,Split-up
Blaksmith,United States,Heavy Metal,Unknown
Blaksmoke,United States,Black Metal,Active
Blaksouls,Poland,Thrash Metal,Split-up
Blåkulla,France,Black Metal,Active
Blamage,Czech Republic,Heavy Metal,Active
Blame,Ukraine,Technical Death Metal,Active
Blame,France,Death/Thrash Metal,Active
The Blame,Turkey,Progressive/Thrash Metal,Split-up
Blame Keiko,United Kingdom,Drone/Doom/Sludge Metal/Ambient,Active
Blameworthy Warlock,Poland,Doom/Death Metal,Split-up
Blanca Oscuridad,Argentina,Heavy Metal,Active
Bland Vargar,Italy,Black Metal,Active
Blandish,Hungary,Melodic/Gothic Metal,Changed name
Blangis,United Kingdom,Black Metal,Split-up
Blanika,Ukraine,Gothic Metal,Split-up
Blank Divinity,Israel,Melodic Death Metal/Metalcore,Active
BlankWar,Brazil,Thrash Metal,Active
Blarkh,Finland,Black/Death/Folk Metal,Active
Blasart,Chile,Black Metal,Active
Blasdead,Japan,Melodic Speed Metal,Active
Blasfaith,Chile,Thrash Metal,Active
Blasfekum,Spain,Black/Death Metal,Active
Blasfema,Italy,Death/Thrash Metal,Split-up
Blasfemador,Brazil,Speed Metal,Active
Blasfemador,Brazil,Black Metal,Split-up
Blasfematorio,El Salvador,Black/Death Metal,Active
Blasfemia,Panama,Death Metal/Grindcore,Active
Blasfemia,Germany,Black Metal,Split-up
Blasfemia,Spain,Thrash Metal,Split-up
Blasfemia,Ecuador,Death/Black Metal,Active
Blasfemia,Chile,Black/Thrash Metal,Active
Blasfemia,Honduras,Death Metal,Active
Blasfemia,Colombia,Black/Thrash Metal,Active
Blasfemia Eterna,Colombia,Black/Thrash Metal,Active
Blasfemus Profanus,Brazil,Black Metal,Active
Blasfernal,Brazil,Black Metal,Active
Blashyrkh,Indonesia,Death Metal,Active
Blashyrkh,United States,Black Metal,Split-up
Blashyrkh,France,Black Metal,Active
Blaskhyrt,Italy,Brutal Death Metal,Active
Blasmer,Australia,Death/Black Metal,Active
Blasphantom,United Kingdom,Black Metal/Grindcore,Active
Blasphemator,Chile,Black/Death Metal,Active
Blasphemator,France,Black Metal,Unknown
Blaspheme,France,Heavy Metal,Active
Blaspheme Rites,Mexico,Black/Thrash Metal,Active
Blasphemer,Indonesia,Black Metal,Active
Blasphemer,United States,Black Metal,Split-up
Blasphemer,Colombia,Thrash/Death Metal,Active
Blasphemer,Ukraine,Brutal Death Metal,Split-up
Blasphemer,United Kingdom,Death Metal,Active
Blasphemer,Norway,Black/Thrash Metal,Split-up
Blasphemer,Peru,Black Metal,Split-up
Blasphemer,Italy,Brutal Death Metal,Active
Blasphemer,United States,Blackened Death Metal with Thrash Elements,Split-up
Blasphemer,Czech Republic,Death Metal/Grindcore,Active
Blasphemer,Brazil,Death/Thrash Metal,Split-up
Blasphemer,Greece,Atmospheric Black Metal,Split-up
Blasphemer Empire,Argentina,Black Metal,Active
Blasphemeth,Costa Rica,Black Metal,Active
Blasphemia,Chile,Black/Thrash Metal,Unknown
Blasphemia,Germany,Black Metal/Noise,Split-up
Blasphemia,Italy,Death Metal,Split-up
Blasphemia Prophetica,Poland,Black Metal,Split-up
Blasphemiam,Colombia,Black Metal,Active
Blasphemic Cruelty,United States,Death/Thrash Metal,Active
Blasphemic Forces,Italy,Speed/Thrash Metal,Split-up
Blasphemic Lust,Germany,Black Metal,Split-up
Blasphemic Penetration,Brazil,Black Metal,Active
Blasphemical Procreation,Brazil,Black Metal,Active
Blasphemicom,Brazil,Black Metal,Active
Blasphemik Wrath,Italy,Black/Death Metal,Split-up
Blaspheminator,Sweden,Black/Death Metal,Unknown
Blasphemist,Austria,Melodic Death Metal,Split-up
Blasphemium,Spain,Symphonic Black Metal,Active
Blasphemonger,United States,Death Metal,Active
Blasphemophagher,Italy,Black/Death Metal,On hold
Blasphemous,Indonesia,Brutal Death Metal,Active
Blasphemous,Poland,Raw Black Metal,Split-up
Blasphemous,United States,Melodic Black/Death Metal,Active
Blasphemous,United States,"Thrash Metal, Crossover",Split-up
Blasphemous,Sweden,Black Metal,Split-up
Blasphemous Attack,Brazil,Death/Black Metal,Changed name
Blasphemous Attack,Brazil,Black Metal,Active
Blasphemous Blood Revenge,Germany,Black/Death Metal,Split-up
Blasphemous Creation,United States,Black/Death Metal,Active
Blasphemous Cremation,Poland,Death Metal,Split-up
Blasphemous Cremation,Philippines,Brutal Death Metal/Grindcore,Active
Blasphemous Crucifixion,United States,Black Metal,Active
Blasphemous Degeneration,Poland,Death Metal/Grindcore,Split-up
Blasphemous Deis,Poland,Black Metal,On hold
Blasphemous Devotion,Finland,Black/Death Metal,Changed name
Blasphemous Division,Peru,Death/Black Metal,Active
Blasphemous Evil,Finland,Black/Death Metal,Split-up
Blasphemous Legion,Japan,Black Metal,Active
Blasphemous Noise Torment,Italy,Death/Black Metal,Active
Blasphemous Nudity,United States,Raw Black Metal/Grindcore,Unknown
Blasphemous Overlord,United States,Black Metal,Active
Blasphemous Sexfago,Brazil,Black/Death Metal,Split-up
Blasphemous Vomit,Germany,Black Metal,Active
Blasphemy,Venezuela,Death/Thrash Metal,Active
Blasphemy,Canada,Black/Death Metal,Active
Blasphemy,United States,Blackened Death/Thrash Metal,Split-up
Blasphemy,Portugal,Death Metal,Changed name
Blasphemy of Ages,United States,Black Metal,Split-up
Blasphemy Reborn,Canada,Black Metal,Active
Blasphemy Rites,Poland,Black/Death Metal,Active
Blasphemy Storm,United States,Black Metal,Active
Blasphereion,Belgium,Death Metal,Split-up
Blasphererion,Serbia,Black/Death Metal,Split-up
Blasphererion,Russia,Death Metal,Changed name
Blaspherian,United States,Death Metal,Active
Blaspherion,Mexico,Death/Thrash Metal,Active
Blaspherion,Singapore,Black/Death Metal,Active
Blaspherion,United States,Black Metal,Split-up
Blaspherion,Chile,Death Metal,Active
Blaspherion,United Arab Emirates,Black Metal,Split-up
Blaspherion,Peru,Black/Death Metal,Active
Blaspherit,Denmark,Black Metal,Active
Blaspheron,Turkey,Black Metal,Split-up
Blasphmachine,Malaysia,Black/Death Metal,Active
Blasphomet,United States,Black Metal,Active
Blasphtized,United Kingdom,Brutal Death Metal,Split-up
Blast,Ukraine,Death Metal/Grindcore,Split-up
Blast,Mexico,Black/Thrash Metal,Active
Blast,Belgium,Heavy Metal/Hard Rock,Split-up
Blast,France,Thrash Metal,Split-up
Blast Agony,Brazil,Brutal Death Metal,Active
Blast Furnace,Italy,Thrash Metal,Split-up
Blast Furnace,United States,Death Metal,Active
Blast Injury,Germany,Groove/Thrash Metal,Active
Blast My Requiem,Italy,Melodic Death Metal/Deathcore,Active
Blast Off,Spain,Thrash Metal,Active
